"rank","ORF","GENE","Putative TOR pathway","1 week ","2 week ","5 week ","7 weeks","Description","Function","Localization"
3783,"YGL236C","MTO1",,0.01,0.03,0.02,0.58,"protein biosynthesis","molecular_function unknown","mitochondrion"
3784,"YLR252W",,,0.93,0.58,0.01,0.02,,,
3785,"YIL038C","NOT3",,1.09,0.46,0.08,0.07,"regulation of transcription from Pol II promoter*","3'-5' exoribonuclease activity","cytoplasm*"
3786,"YPL202C","AFT2",,0.36,0.25,0.03,0.33,"transcription initiation from Pol II promoter*","specific RNA polymerase II transcription factor activity","nucleus"
3787,"YGL080W","FMP37",,1.8,0.08,0.23,0.3,"biological_process unknown","molecular_function unknown","mitochondrion"
3788,"YLR058C","SHM2",,0.18,0.09,0.06,0.46,"one-carbon compound metabolism","glycine hydroxymethyltransferase activity","cytoplasm"
3789,"YER016W","BIM1",,0,0.04,0.02,0.56,"mitotic spindle checkpoint*","structural constituent of cytoskeleton","spindle pole body*"
3790,"YBR213W","MET8",,0,0.03,0.06,0.52,"sulfate assimilation*","ferrochelatase activity*","cellular_component unknown"
3791,"YJL117W","PHO86",,0.01,0.03,0.02,0.56,"secretory pathway*","molecular_function unknown","endoplasmic reticulum"
3792,"YPR024W","YME1",,0.03,0.03,0.01,0.56,"mitochondrion organization and biogenesis","ATP-dependent peptidase activity","mitochondrion*"
3793,"YLR320W","MMS22",,0.09,0.05,0.02,0.54,"double-strand break repair","molecular_function unknown","cellular_component unknown"
3794,"YMR026C","PEX12",,1.06,0.5,0.02,0.09,"peroxisome organization and biogenesis","protein binding","peroxisomal membrane"
3795,"YNL096C","RPS7B",,0.84,0.4,0.33,-0.12,"protein biosynthesis","structural constituent of ribosome","cytosolic small ribosomal subunit (sensu Eukarya)"
3796,"YMR062C","ECM40",,0.87,0.32,0.02,0.27,"cell wall organization and biogenesis*","amino-acid N-acetyltransferase activity*","mitochondrial matrix"
3797,"YDR289C","RTT103",,0.34,0.01,0.01,0.58,"negative regulation of DNA transposition","molecular_function unknown","cellular_component unknown"
3798,"YIL135C","VHS2",,0.75,0.52,0.73,-0.65,"G1/S transition of mitotic cell cycle","molecular_function unknown","cytoplasm"
3799,"YOR297C","TIM18",,1.11,0.39,0.04,0.17,"protein-membrane targeting*","protein transporter activity","mitochondrial inner membrane protein insertion complex"
3800,"YNL077W","APJ1",,0.9,0.12,0.04,0.44,"biological_process unknown","chaperone activity","cytoplasm*"
3801,"YAR003W","SWD1",,0.76,0.39,0.01,0.21,"chromatin silencing at telomere*","transcriptional activator activity*","nuclear chromatin"
3802,"YPR023C","EAF3",,0.21,0.24,0.11,0.25,"regulation of transcription from Pol II promoter*","histone acetyltransferase activity","histone acetyltransferase complex"
3803,"YML061C","PIF1",,0.01,0.03,0.01,0.57,"DNA recombination*","DNA helicase activity","nucleus*"
3804,"YLR337C","VRP1",,0.01,0.03,0.02,0.56,"actin filament organization*","actin binding","actin cortical patch (sensu Saccharomyces)"
3805,"YKL208W","CBT1",,0.1,0.09,0,0.51,"mRNA processing*","molecular_function unknown","mitochondrion"
3806,"YER161C","SPT2",,1.28,0.35,0.04,0.22,"negative regulation of transcription from Pol II promoter","DNA binding","nucleus"
3807,"YDL151C","BUD30",,0.04,0.02,0.02,0.57,"bud site selection","molecular_function unknown","cellular_component unknown"
3808,"YGL071W","RCS1",,0.22,0.03,0,0.57,"positive regulation of transcription from Pol II promoter*","transcription factor activity","cytoplasm*"
3809,"YHR129C","ARP1",,0.73,0.5,0.01,0.09,"mitotic anaphase B","structural constituent of cytoskeleton","dynactin complex"
3810,"YNL094W","APP1",,1.13,0.42,0.03,0.15,"actin filament organization*","molecular_function unknown","actin cortical patch (sensu Saccharomyces)*"
3811,"YHR189W","PTH1",,0.28,0.04,0.02,0.53,"protein biosynthesis","aminoacyl-tRNA hydrolase activity","mitochondrion"
3812,"YNL041C","COG6",,1.11,0.3,0.03,0.27,"intra-Golgi transport","molecular_function unknown","Golgi transport complex"
3813,"YAL058C-A",,,0.2,0.24,0.12,0.24,,,
3814,"YLR003C",,,0.51,0.52,0.1,-0.02,"regulation of DNA replication","molecular_function unknown","nucleus"
3815,"YOR028C","CIN5",,0.53,0.54,0.32,-0.26,"regulation of transcription from Pol II promoter*","RNA polymerase II transcription factor activity","nucleus"
3816,"YIL107C","PFK26",,1.28,0.62,0.04,-0.06,"fructose 2,6-bisphosphate metabolism*","6-phosphofructo-2-kinase activity","cytoplasm"
3817,"YCR076C",,,0.73,0.6,0.03,-0.04,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3818,"YDR290W","SWS1",,0.68,0.21,0.04,0.34,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3819,"YDL119C",,,1.04,0.26,0.02,0.31,"transport","transporter activity","mitochondrial inner membrane"
3820,"YER095W","RAD51",,0.44,0.17,0.02,0.4,"chromatin modeling*","recombinase activity","nuclear chromosome*"
3821,"YFL054C",,,0.32,0.26,0.76,-0.43,"water transport","transporter activity*","integral to membrane"
3822,"YOR295W","UAF30",,0.27,0.49,0.06,0.03,"transcription from Pol I promoter","RNA polymerase I transcription factor activity*","RNA polymerase I upstream activating factor complex"
3823,"YMR119W-A",,,1.18,0.8,0.22,-0.43,,,
3824,"YLR143W",,,0.97,0.32,0.04,0.23,"biological_process unknown","molecular_function unknown","cytoplasm"
3825,"YIL110W",,,0.04,0.05,0.11,0.43,"biological_process unknown","S-adenosylmethionine-dependent methyltransferase activity","cytoplasm*"
3826,"YHR050W","SMF2",,1.12,0.61,0.32,-0.35,"manganese ion transport","manganese ion transporter activity","cytoplasmic vesicle"
3827,"YBR272C","HSM3",,0.42,0.38,0.07,0.14,"mismatch repair","molecular_function unknown","cytoplasm"
3828,"YMR060C","TOM37",,0.41,0.22,0.06,0.31,"outer mitochondrial membrane organization and biogenesis","protein binding","mitochondrial sorting and assembly machinery complex"
3829,"YPL101W","ELP4",,0.27,0.2,0.09,0.29,"regulation of transcription from Pol II promoter","Pol II transcription elongation factor activity","cytoplasm*"
3830,"YGL012W","ERG4",,0.38,0.25,0.3,0.03,"ergosterol biosynthesis","delta24(24-1) sterol reductase activity","endoplasmic reticulum"
3831,"YJR142W",,,1,0.38,0.03,0.17,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3832,"YOR025W","HST3",,0.96,0.6,0.06,-0.08,"chromatin silencing at telomere*","DNA binding","nucleus"
3833,"YDR149C",,,0.25,0.33,0.03,0.22,,,
3834,"YPL205C",,,0.05,0.08,0,0.49,,,
3835,"YGR022C",,,0.66,0.29,0.26,0.02,,,
3836,"YDR048C",,,1.6,0.41,0.03,0.14,,,
3837,"YDR178W","SDH4",,0.96,0.05,0.01,0.52,"tricarboxylic acid cycle*","succinate dehydrogenase (ubiquinone) activity","respiratory chain complex II (sensu Eukarya)"
3838,"YER014W","HEM14",,0,0.03,0.02,0.53,"heme biosynthesis","protoporphyrinogen oxidase activity","mitochondrion"
3839,"YDR337W","MRPS28",,0,0,0.01,0.56,"protein biosynthesis*","structural constituent of ribosome*","mitochondrial small ribosomal subunit"
3840,"YOR275C","RIM20",,0.52,0.25,0.05,0.28,"proteolysis and peptidolysis*","molecular_function unknown","cytoplasm*"
3841,"YOL111C",,,0.7,0.37,0.03,0.17,"biological_process unknown","molecular_function unknown","cytoplasm"
3842,"YLR251W","SYM1",,0.37,0.41,0.08,0.07,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3843,"YNL175C","NOP13",,1.13,0.39,0.16,0.02,"biological_process unknown","RNA binding","nucleolus*"
3844,"YPR164W","MMS1",,0.17,0.13,0.04,0.4,"DNA repair*","molecular_function unknown","cellular_component unknown"
3845,"YPL239W","YAR1",,0.07,0.09,0.03,0.44,"biological_process unknown","molecular_function unknown","cytoplasm"
3846,"YEL061C","CIN8",,0.99,0.77,0.16,-0.37,"mitotic chromosome segregation*","microtubule motor activity","kinesin complex*"
3847,"YJL046W",,,1.14,0.03,0.01,0.52,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3848,"YBR289W","SNF5",,0.01,0.04,0.01,0.51,"chromatin modeling","general RNA polymerase II transcription factor activity","nucleosome remodeling complex*"
3849,"YJR126C","VPS70",,0.58,0.41,0.02,0.13,"protein-vacuolar targeting","molecular_function unknown","cellular_component unknown"
3850,"YBR162W-A  ",,,1.25,0.55,0.15,-0.14,,,
3851,"YOR322C",,,0.14,0.11,0.01,0.43,"biological_process unknown","molecular_function unknown","cytoplasm*"
3852,"YER078C",,,0.48,0.31,0.02,0.22,"biological_process unknown","Xaa-Pro aminopeptidase activity","mitochondrion"
3853,"YPL062W",,,0.13,0.18,0.2,0.18,,,
3854,"YPL188W","POS5",,0.16,0.06,0.01,0.49,"response to oxidative stress*","NADH kinase activity","mitochondrial matrix"
3855,"YNL228W",,,0.12,0.09,0.09,0.38,,,
3856,"YBL006C","LDB7",,1.22,0.29,0.01,0.25,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3857,"YPL018W","CTF19",,0.4,0.29,0.17,0.09,"chromosome segregation*","protein binding","nucleus*"
3858,"YPR046W","MCM16",,0.31,0.29,0.17,0.09,"chromosome segregation","protein binding","condensed nuclear chromosome kinetochore"
3859,"YDR334W",,,0.19,0.05,0.02,0.49,"biological_process unknown","helicase activity","nucleus"
3860,"YGR063C","SPT4",,0.73,0.19,0.07,0.3,"regulation of transcription, DNA-dependent*","Pol II transcription elongation factor activity","nucleus*"
3861,"YOL006C","TOP1",,0.04,0.05,0.02,0.48,"regulation of transcription from Pol II promoter*","DNA topoisomerase type I activity","nucleus"
3862,"YCR027C","RHB1",,0.49,0.27,0.21,0.07,"L-arginine transport*","RHEB small monomeric GTPase activity","extrinsic to plasma membrane"
3863,"YJL178C","ATG27",,1.79,0.22,0.03,0.29,"vesicle organization and biogenesis","protein kinase regulator activity","membrane"
3864,"YNL097C","PHO23",,0.37,0.08,0.01,0.46,"chromatin modification","histone deacetylase activity","nucleus*"
3865,"YBR245C","ISW1",,0.78,0.4,0.13,0.01,"chromatin modeling","ATPase activity","nucleus"
3866,"YML001W","YPT7",,0.56,0.07,0.02,0.45,"vesicle-mediated transport*","RAB small monomeric GTPase activity","vacuole"
3867,"YBR020W","GAL1",,0.67,0.39,0.02,0.13,"galactose metabolism","galactokinase activity","cellular_component unknown"
3868,"YOR305W",,,0.01,0.03,0.01,0.51,"biological_process unknown","molecular_function unknown","mitochondrion"
3869,"YHR178W","STB5",,0.01,0.06,0.1,0.39,"response to xenobiotic stimulus","transcription factor activity","nucleus"
3870,"YDR197W","CBS2",,0.01,0.02,0,0.52,"protein biosynthesis","molecular_function unknown","mitochondrial inner membrane"
3871,"YNR015W","SMM1",,1.32,0.55,0.03,-0.03,"tRNA processing*","tRNA dihydrouridine synthase activity","cytoplasm*"
3872,"YKR082W","NUP133",,0.05,0.06,0.01,0.47,"mRNA-nucleus export*","structural molecule activity","nuclear pore"
3873,"YGL246C","RAI1",,0.02,0.08,0.03,0.43,"RNA catabolism*","enzyme regulator activity","nucleus"
3874,"YLR368W","MDM30",,0.86,0.14,0.1,0.31,"mitochondrion organization and biogenesis","molecular_function unknown","cellular_component unknown"
3875,"YNL224C",,,1.19,0.3,0.02,0.22,"biological_process unknown","molecular_function unknown","cytoplasm*"
3876,"YNL098C","RAS2",,0.71,0.25,0.03,0.27,"pseudohyphal growth*","RAS small monomeric GTPase activity","plasma membrane"
3877,"YJL101C","GSH1",,0.01,0.02,0.01,0.52,"glutathione biosynthesis*","glutamate-cysteine ligase activity","intracellular"
3878,"YOL008W",,,0.19,0.19,0.02,0.33,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3879,"YMR075W","RCO1",,0.12,0.14,0.08,0.32,"biological_process unknown","molecular_function unknown","nucleus"
3880,"YOR070C","GYP1",,0.89,0.08,0.01,0.44,"vesicle-mediated transport","Rab GTPase activator activity","Golgi apparatus"
3881,"YKL118W",,,0.02,0.03,0.01,0.5,,,
3882,"YMR230W","RPS10B",,0.56,0.33,0.18,0.03,"protein biosynthesis","structural constituent of ribosome","cytosolic small ribosomal subunit (sensu Eukarya)"
3883,"YJL185C",,,0.89,0.47,0.04,0.03,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3884,"YBL037W","APL3",,0.77,0.42,0.24,-0.12,"vesicle-mediated transport","molecular_function unknown","AP-2 adaptor complex"
3885,"YGR270W","YTA7",,0.73,0.33,0.01,0.2,"protein catabolism","ATPase activity","nucleus"
3886,"YMR100W","MUB1",,0.68,0.22,0.01,0.31,"regulation of budding","molecular_function unknown","cellular_component unknown"
3887,"YKL041W","VPS24",,0.1,0.03,0.02,0.48,"late endosome to vacuole transport","molecular_function unknown","cytoplasm*"
3888,"YBR099C",,,0.93,0.42,0.23,-0.11,,,
3889,"YER129W","PAK1",,0.86,0.23,0.13,0.17,"protein amino acid phosphorylation*","protein kinase activity","cytoplasm"
3890,"YDR293C","SSD1",,0.7,0.32,0,0.21,"cell wall organization and biogenesis","RNA binding","cytoplasm"
3891,"YGL210W","YPT32",,0.59,0.59,0.44,-0.5,"vesicle-mediated transport*","GTPase activity","Golgi apparatus"
3892,"YKL190W","CNB1",,0.73,0.24,0.11,0.17,"cell wall organization and biogenesis*","calcium-dependent protein serine/threonine phosphatase activity","cytoplasm"
3893,"YDR174W","HMO1",,0.07,0.09,0.13,0.31,"plasmid maintenance","RNA polymerase I transcription factor activity*","cytoplasm*"
3894,"YDR195W","REF2",,0.11,0.06,0.02,0.45,"mRNA processing*","cleavage/polyadenylation specificity factor activity","nucleus*"
3895,"YLL045C","RPL8B",,0.33,0.39,0.12,0.02,"protein biosynthesis","structural constituent of ribosome","cytosolic large ribosomal subunit (sensu Eukarya)"
3896,"YIL070C","MAM33",,0.34,0.4,0.05,0.07,"aerobic respiration","molecular_function unknown","mitochondrial matrix"
3897,"YIL018W","RPL2B",,0.77,0.22,0.2,0.1,"protein biosynthesis","structural constituent of ribosome","cytosolic large ribosomal subunit (sensu Eukarya)"
3898,"YKL110C","KTI12",,0.24,0.35,0.26,-0.09,"cell growth and/or maintenance*","enzyme regulator activity","DNA-directed RNA polymerase II, holoenzyme"
3899,"YHR059W","FYV4",,0.07,0.04,0,0.47,"biological_process unknown","molecular_function unknown","mitochondrion"
3900,"YLR226W","BUR2",,0,0.03,0.02,0.47,"transcription*","cyclin-dependent protein kinase, intrinsic regulator activity","nucleus"
3901,"YLR079W","SIC1",,0.08,0.06,0.02,0.44,"G1/S transition of mitotic cell cycle*","protein binding*","cytoplasm*"
3902,"YPR049C","ATG11",,0.91,0.48,0.01,0.03,"protein-vacuolar targeting*","molecular_function unknown","extrinsic to membrane"
3903,"YER119C-A",,,1.16,0.2,0.01,0.3,,,
3904,"YIL112W","HOS4",,1.17,0.45,0.26,-0.19,"histone deacetylation*","NAD-dependent histone deacetylase activity*","histone deacetylase complex"
3905,"YOL129W","VPS68",,0.57,0.4,0.05,0.07,"protein-vacuolar targeting","molecular_function unknown","vacuolar membrane (sensu Fungi)"
3906,"YLR172C","DPH5",,0.66,0.19,0.02,0.3,"peptidyl-diphthamide biosynthesis from peptidyl-histidine","diphthine synthase activity","cytoplasm"
3907,"YCR059C","YIH1",,0.31,0.29,0.15,0.08,"regulation of amino acid metabolism","molecular_function unknown","cytoplasm*"
3908,"YGR231C","PHB2",,0.62,0.44,0.28,-0.2,"proteolysis and peptidolysis*","molecular_function unknown","mitochondrion*"
3909,"YNL084C","END3",,0.23,0.5,0.03,-0.01,"actin filament organization*","cytoskeletal adaptor activity","actin cortical patch (sensu Saccharomyces)"
3910,"YNL117W","MLS1",,1.42,0.14,0.04,0.33,"glyoxylate cycle","malate synthase activity","cytoplasm*"
3911,"YAR027W","UIP3",,1.18,0.52,0.12,-0.13,"biological_process unknown","molecular_function unknown","nuclear membrane"
3912,"YFL033C","RIM15",,0.76,0.4,0.33,-0.23,"protein amino acid phosphorylation*","protein kinase activity","cytoplasm"
3913,"YOL071W","EMI5",,1.71,0.18,0.01,0.31,"biological_process unknown","molecular_function unknown","mitochondrion"
3914,"YBR098W","MMS4",,1.14,0.43,0.21,-0.13,"DNA repair*","transcription co-activator activity*","nucleus"
3915,"YOR124C","UBP2",,0.35,0.1,0.04,0.37,"protein deubiquitination","ubiquitin-specific protease activity","cytoplasm"
3916,"YHR067W","RMD12",,0.19,0.02,0,0.49,"biological_process unknown","molecular_function unknown","mitochondrion"
3917,"YER041W","YEN1",,0.17,0.33,0.24,-0.07,"biological_process unknown","single-stranded DNA specific endodeoxyribonuclease activity","nucleus"
3918,"YPL161C","BEM4",,0.03,0.06,0.03,0.41,"establishment of cell polarity (sensu Saccharomyces)*","molecular_function unknown","cytoplasm*"
3919,"YFL023W","BUD27",,0.32,0.13,0.15,0.23,"bud site selection","molecular_function unknown","cytoplasm"
3920,"YBL001C","ECM15",,1.38,0.4,0.23,-0.13,"cell wall organization and biogenesis","molecular_function unknown","cytoplasm*"
3921,"YHL025W","SNF6",,0.01,0.02,0,0.47,"chromatin modeling","general RNA polymerase II transcription factor activity","nucleosome remodeling complex*"
3922,"YNL136W","EAF7",,0.25,0.19,0.04,0.26,"biological_process unknown","molecular_function unknown","nucleus"
3923,"YPL055C","LGE1",,0.88,0.07,0.01,0.41,"meiosis*","molecular_function unknown","nucleus"
3924,"YDR392W","SPT3",,0.06,0.04,0.03,0.43,"pseudohyphal growth*","transcription cofactor activity","SAGA complex"
3925,"YMR067C",,,1.44,0.32,0.21,-0.03,"biological_process unknown","molecular_function unknown","cytoplasm*"
3926,"YNL140C",,,0.01,0.02,0.01,0.47,,,
3927,"YGR056W","RSC1",,0.13,0.07,0,0.42,"chromatin modeling","molecular_function unknown","nucleosome remodeling complex"
3928,"YKL032C","IXR1",,0.08,0.04,0.02,0.43,"DNA repair","DNA binding","nuclear chromosome"
3929,"YJL183W","MNN11",,1.34,0.42,0.07,0,"protein amino acid glycosylation","alpha-1,6-mannosyltransferase activity","mannosyltransferase complex"
3930,"YLR091W",,,0,0.04,0.02,0.43,"biological_process unknown","molecular_function unknown","mitochondrion"
3931,"YAL051W","OAF1",,0.38,0.31,0.38,-0.21,"peroxisome organization and biogenesis*","DNA binding*","nucleus"
3932,"YNL139C","RLR1",,0.03,0.05,0.01,0.42,"mRNA-nucleus export*","nucleic acid binding","THO complex"
3933,"YER123W","YCK3",,0.32,0.25,0.01,0.22,"protein amino acid phosphorylation","casein kinase I activity","nucleus*"
3934,"YDR385W","EFT2",,0.54,0.28,0.07,0.13,"translational elongation","translation elongation factor activity","ribosome"
3935,"YBR285W",,,0.68,0.18,0.09,0.21,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3936,"YPL226W","NEW1",,0.14,0.12,0.03,0.32,"biological_process unknown","ATP-binding cassette (ABC) transporter activity","cytoplasm"
3937,"YCL048W",,,0.27,0.16,0.2,0.11,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3938,"YOR001W","RRP6",,0.12,0.13,0.07,0.27,"35S primary transcript processing","3'-5' exoribonuclease activity","nuclear exosome (RNase complex)"
3939,"YBR267W",,,0.03,0.05,0.03,0.4,"biological_process unknown","molecular_function unknown","cytoplasm"
3940,"YNL257C","SIP3",,0.47,0.34,0.28,-0.14,"transcription initiation from Pol II promoter","transcription cofactor activity","nucleus"
3941,"YKR072C","SIS2",,0.67,0.35,0.02,0.11,"G1/S transition of mitotic cell cycle*","phosphopantothenoylcysteine decarboxylase activity*","cytoplasm*"
3942,"YER014C-A","BUD25",,0,0.02,0.02,0.43,"bud site selection","molecular_function unknown","cellular_component unknown"
3943,"YDR500C","RPL37B",,0.19,0.18,0.35,-0.07,"protein biosynthesis","structural constituent of ribosome","cytosolic large ribosomal subunit (sensu Eukarya)"
3944,"YGL046W",,,0.39,0.2,0.49,-0.23,,,
3945,"YNL148C","ALF1",,0.25,0.13,0.06,0.27,"post-chaperonin tubulin folding pathway*","co-chaperone activity","cytoplasm*"
3946,"YBR171W","SEC66",,0.3,0.18,0.01,0.27,"SRP-dependent cotranslational membrane targeting, translocation","protein transporter activity","endoplasmic reticulum membrane"
3947,"YBL003C","HTA2",,0.49,0.69,0.22,-0.45,"chromatin assembly/disassembly","DNA binding","nuclear nucleosome"
3948,"YKL170W","MRPL38",,0.01,0.03,0.01,0.42,"protein biosynthesis","structural constituent of ribosome","mitochondrial large ribosomal subunit"
3949,"YLR369W","SSQ1",,0.02,0.03,0.04,0.39,"DNA dependent DNA replication*","chaperone activity","mitochondrial matrix"
3950,"YMR294W","JNM1",,0.42,0.28,0.01,0.17,"mitotic anaphase B","structural constituent of cytoskeleton","dynactin complex"
3951,"YPL106C","SSE1",,0.07,0.16,0.03,0.26,"protein folding","co-chaperone activity","cytoplasm"
3952,"YGR132C","PHB1",,0.19,0.14,0.1,0.21,"proteolysis and peptidolysis*","molecular_function unknown","mitochondrion*"
3953,"YCL007C","CWH36",,0,0.03,0.01,0.4,"cell wall organization and biogenesis","molecular_function unknown","cellular_component unknown"
3954,"YFR031C-A","RPL2A",,0.21,0.19,0.47,-0.21,"protein biosynthesis","structural constituent of ribosome","cytosolic large ribosomal subunit (sensu Eukarya)"
3955,"YMR207C","HFA1",,0.6,0.14,0.03,0.28,"biological_process unknown","acetyl-CoA carboxylase activity","mitochondrion"
3956,"YKR029C","SET3",,1.23,0.24,0.03,0.18,"histone deacetylation*","NAD-dependent histone deacetylase activity*","histone deacetylase complex"
3957,"YNL071W","LAT1",,1.56,0.08,0.05,0.33,"pyruvate metabolism","dihydrolipoamide S-acetyltransferase activity","mitochondrion"
3958,"YOR051C",,,0.36,0.09,0.01,0.35,"biological_process unknown","molecular_function unknown","nucleus"
3959,"YMR221C","FMP42",,0.49,0.56,0.03,-0.14,"biological_process unknown","molecular_function unknown","vacuole (sensu Fungi)"
3960,"YKL002W","DID4",,0.07,0.03,0.01,0.41,"late endosome to vacuole transport*","protein binding","cytoplasm*"
3961,"YDR051C",,,0.52,0.55,0.41,-0.51,"biological_process unknown","molecular_function unknown","cytoplasm*"
3962,"YPR066W","UBA3",,1.72,0.02,0.01,0.41,"protein neddylation*","ubiquitin activating enzyme activity*","cytoplasm"
3963,"YOR187W","TUF1",,0.01,0.03,0.01,0.41,"translational elongation","translation elongation factor activity","mitochondrial matrix*"
3964,"YHR183W","GND1",,0.67,0.16,0.05,0.23,"glucose metabolism","phosphogluconate dehydrogenase (decarboxylating) activity","cytoplasm"
3965,"YBL090W","MRP21",,0,0.03,0.02,0.4,"protein biosynthesis*","structural constituent of ribosome","mitochondrial small ribosomal subunit"
3966,"YCL029C","BIK1",,0.17,0.15,0.06,0.24,"mitotic anaphase B*","microtubule binding","spindle pole body*"
3967,"YMR237W",,,1.12,0.64,0.03,-0.23,"biological_process unknown","molecular_function unknown","clathrin-coated vesicle"
3968,"YCR047C","BUD23",,0.03,0.11,0.04,0.29,"bud site selection","S-adenosylmethionine-dependent methyltransferase activity","cytoplasm*"
3969,"YPL118W","MRP51",,0.01,0.03,0.01,0.41,"protein biosynthesis*","structural constituent of ribosome","mitochondrial small ribosomal subunit"
3970,"YNR004W",,,0.61,0.4,0.08,-0.03,"biological_process unknown","molecular_function unknown","nucleolus"
3971,"YDR080W","VPS41",,0.38,0.04,0.02,0.38,"protein transport*","Rab guanyl-nucleotide exchange factor activity","vacuole (sensu Fungi)*"
3972,"YOR035C","SHE4",,0.23,0.09,0.14,0.2,"actin cytoskeleton organization and biogenesis*","protein binding","cytoplasm"
3973,"YOR135C",,,0.45,0.1,0,0.33,,,
3974,"YHR133C","NSG1",,0.54,0.33,0.1,-0.01,"biological_process unknown","molecular_function unknown","cellular_component unknown"
3975,"YDL032W",,,0.01,0.06,0.02,0.35,,,
3976,"YFL013W-A",,,0.17,0.1,0.12,0.21,,,
3977,"YNL076W","MKS1",,0.67,0.08,0.03,0.31,"regulation of nitrogen utilization","transcriptional repressor activity","intracellular"
3978,"YLR200W","YKE2",,0.23,0.1,0.05,0.27,"protein folding*","tubulin binding","cytoplasm"
3979,"YMR193W","MRPL24",,0.01,0.03,0.03,0.36,"protein biosynthesis","structural constituent of ribosome","mitochondrial large ribosomal subunit"
3980,"YOR139C",,,0.99,0.28,0.11,0.03,,,
3981,"YER077C",,,0.01,0.03,0.01,0.38,"biological_process unknown","molecular_function unknown","mitochondrion"
3982,"YNL226W",,,0.08,0.07,0.04,0.31,,,
3983,"YDR369C","XRS2",,0.12,0.08,0.04,0.3,"double-strand break repair via nonhomologous end-joining*","protein binding","nucleus"
3984,"YDR237W","MRPL7",,0.01,0.03,0.01,0.38,"protein biosynthesis","structural constituent of ribosome","mitochondrial large ribosomal subunit"
3985,"YDL142C","CRD1",,0.09,0.04,0.01,0.36,"lipid biosynthesis*","cardiolipin synthase activity","mitochondrial membrane"
3986,"YOR083W","WHI5",,0.44,0.15,0.08,0.18,"regulation of cell size","molecular_function unknown","cytoplasm*"
3987,"YOL151W","GRE2",,0.01,0.08,0.1,0.24,"response to stress","oxidoreductase activity*","cytoplasm*"
3988,"YFL001W","DEG1",,0.04,0.04,0.01,0.36,"RNA processing","pseudouridylate synthase activity","cytoplasm*"
3989,"YDR120C","TRM1",,0.8,0.21,0.02,0.18,"tRNA methylation","tRNA (guanine-N2-)-methyltransferase activity","mitochondrion*"
3990,"YNL242W","ATG2",,1.98,0.05,0.02,0.34,"protein-vacuolar targeting*","molecular_function unknown","extrinsic to membrane"
3991,"YDR511W","ACN9",,1.43,0.4,0.15,-0.13,"gluconeogenesis*","molecular_function unknown","mitochondrial intermembrane space"
3992,"YOR349W","CIN1",,0.25,0.17,0.03,0.2,"post-chaperonin tubulin folding pathway*","co-chaperone activity","microtubule"
3993,"YDL075W","RPL31A",,0.03,0.07,0.03,0.3,"protein biosynthesis","structural constituent of ribosome","cytosolic large ribosomal subunit (sensu Eukarya)"
3994,"YOL018C","TLG2",,0.1,0.07,0.02,0.32,"nonselective vesicle fusion","v-SNARE activity*","Golgi trans face*"
3995,"YER122C","GLO3",,0.01,0.04,0.01,0.36,"ER to Golgi transport*","ARF GTPase activator activity","ER-Golgi intermediate compartment"
3996,"YPL253C","VIK1",,0.45,0.18,0.02,0.2,"microtubule-based process","microtubule motor activity","spindle pole body*"
3997,"YMR166C",,,1.14,0.36,0.04,0.01,"transport","transporter activity","mitochondrial inner membrane"
3998,"YPL061W","ALD6",,0.2,0.14,0.17,0.09,"acetate biosynthesis","aldehyde dehydrogenase activity","cytoplasm"
3999,"YNR045W","PET494",,0,0.01,0,0.39,"protein biosynthesis","translation regulator activity","mitochondrial inner membrane"
4000,"YPL250C","ICY2",,0.3,0.23,0.08,0.09,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4001,"YOL093W","TRM10",,1.99,0.12,0.01,0.27,"tRNA methylation","tRNA (guanine) methyltransferase activity","cytoplasm*"
4002,"YOR365C",,,0.84,0.25,0.35,-0.2,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4003,"YPL129W","TAF14",,0.04,0.04,0.02,0.34,"transcription initiation from Pol II promoter*","general RNA polymerase II transcription factor activity","nucleosome remodeling complex*"
4004,"YPL194W","DDC1",,0.51,0.35,0.73,-0.67,"meiosis*","molecular_function unknown","condensed nuclear chromosome"
4005,"YPL060W","LPE10",,0.16,0.01,0,0.39,"mitochondrial magnesium ion transport","magnesium ion transporter activity","mitochondrial inner membrane"
4006,"YMR030W","RSF1",,1.04,0.33,0.07,0,"aerobic respiration*","molecular_function unknown","nucleus*"
4007,"YKR106W",,,0.57,0.26,0.13,0.01,"transport","transporter activity","membrane"
4008,"YLR174W","IDP2",,0.56,0.36,0.04,0.01,"glutamate biosynthesis*","isocitrate dehydrogenase (NADP) activity","cytosol"
4009,"YKR006C","MRPL13",,0.05,0.03,0.01,0.36,"protein biosynthesis","structural constituent of ribosome","mitochondrial large ribosomal subunit"
